label,smile,brow_tension,jaw_open,eye_open
happy,0.718021,0.296164,0.353795,0.81756
happy,0.870486,0.139315,0.450199,0.717337
happy,0.83973,0.33405,0.396178,0.644553
happy,0.770292,0.245614,0.346285,0.767714
happy,0.735278,0.195347,0.35187,0.570574
happy,0.752739,0.199692,0.681172,0.783009
happy,0.733965,0.261743,0.479061,0.790998
happy,0.780348,0.127625,0.301327,0.583991
happy,0.780864,0.132104,0.359875,0.495538
happy,0.737777,0.168372,0.371315,0.716099
happy,0.535859,0.245425,0.108519,0.714916
happy,0.810181,0.240196,0.31264,0.761708
happy,0.53333,0.08242,0.19148,0.821529
happy,0.786219,0.225617,0.371994,0.680216
happy,0.853145,0.184366,0.197496,0.920304
happy,0.604401,0.273717,0.203817,0.638699
happy,0.889643,0.097671,0.406248,0.676596
happy,0.711065,0.157258,0.529803,0.630593
happy,0.746837,0.233811,0.347922,0.600865
happy,0.958941,0.057176,0.387016,0.818355
happy,0.493667,0.136899,0.309471,0.659276
happy,0.836531,0.001154,0.151833,0.881372
happy,0.747564,0.206454,0.246633,0.620876
happy,0.688239,0.249869,0.486026,0.685488
happy,0.821314,0.225842,0.494117,0.570939
happy,0.765569,0.152701,0.399924,0.940296
happy,0.712507,0.153492,0.455406,0.855706
happy,0.70465,0.349243,0.605112,0.634271
happy,0.621177,0.22969,0.340279,0.974016
happy,0.701358,0.252638,0.413528,0.555284
happy,0.776442,0.028453,0.226291,0.868997
happy,0.640047,0.224659,0.434752,0.857526
happy,0.913818,0.155374,0.253112,0.687927
happy,0.835445,0.206476,0.320414,0.658556
happy,0.650575,0.381578,0.091152,0.778362
happy,0.721555,0.15232,0.437767,0.516458
happy,0.639638,0.080071,0.177214,0.498686
happy,0.85017,0.18966,0.296797,0.8124
happy,0.791056,0.149692,0.335088,0.663598
happy,0.751159,0.359746,0.368729,0.652409
happy,0.769744,0.149199,0.354235,0.946671
happy,0.685567,0.053833,0.518286,0.484206
happy,0.939733,0.22625,0.115021,0.813732
happy,0.656101,0.229647,0.277674,0.489142
happy,0.63314,0.34335,0.301986,0.682725
happy,0.685508,0.227178,0.345627,0.88985
happy,0.681156,0.189838,0.305278,0.587458
happy,0.809287,0.051964,0.442403,0.564409
happy,0.945731,0.183457,0.483864,0.905149
happy,0.568547,0.1914,0.300118,0.686424
happy,0.895044,0.154788,0.524418,0.691756
happy,0.717347,0.376343,0.192904,0.574594
happy,0.892146,0.26211,0.282637,0.607829
happy,0.649076,0.241454,0.256674,0.916647
happy,0.558993,0.323081,0.384168,0.876557
happy,0.989085,0.243698,0.627321,0.639025
happy,0.970002,0.319423,0.333273,0.55019
happy,0.583068,0.174402,0.427768,0.419332
happy,0.586154,0.036772,0.395834,0.696608
happy,1.0,0.223729,0.51164,0.701217
happy,0.614188,0.206029,0.617139,0.817793
happy,0.765137,0.166024,0.392194,0.653556
happy,0.78472,0.242615,0.378374,0.8266
happy,0.657751,0.244051,0.406883,0.745483
happy,0.774128,0.163764,0.230791,0.725332
happy,0.712314,0.182011,0.196727,0.730468
happy,0.57954,0.132305,0.40908,0.689208
happy,0.682946,0.241692,0.442696,0.41564
happy,0.602142,0.284158,0.447711,0.77129
happy,0.653359,0.242673,0.388245,0.531153
happy,0.881071,0.0,0.435531,0.63666
happy,0.666805,0.061292,0.218209,0.409068
happy,0.735562,0.055558,0.409003,0.71452
happy,0.689969,0.097139,0.375098,0.727621
happy,0.778975,0.306354,0.321741,0.737661
happy,0.746357,0.180703,0.367532,0.641044
happy,0.590421,0.155137,0.397244,0.90049
happy,0.649833,0.28844,0.393408,0.848253
happy,0.643865,0.193385,0.238228,0.676082
happy,0.629846,0.1462,0.385097,0.944853
happy,0.769966,0.122786,0.061201,0.50423
happy,0.708994,0.200648,0.414342,0.508442
happy,0.67025,0.312964,0.405522,0.45261
happy,0.67393,0.23914,0.326237,0.735345
happy,0.760078,0.300612,0.447389,0.561814
happy,0.713188,0.195521,0.200685,0.659352
happy,0.9531,0.073415,0.301845,0.811958
happy,0.708001,0.185413,0.331403,0.586333
happy,0.817395,0.0,0.077519,0.560097
happy,0.716523,0.003246,0.284255,0.801323
happy,0.655273,0.0,0.26089,0.651631
happy,0.718074,0.213242,0.244464,0.681114
happy,0.854928,0.132633,0.282878,0.659759
happy,0.682592,0.454699,0.172667,0.639198
happy,0.60341,0.238676,0.569287,0.813122
happy,0.739703,0.324699,0.508081,0.871816
happy,0.780332,0.198189,0.394664,0.6467
happy,0.834826,0.160334,0.155319,0.543698
happy,0.830649,0.123752,0.198629,0.47542
happy,0.611747,0.172756,0.273128,0.867554
happy,0.775316,0.307137,0.385761,0.596406
happy,0.713107,0.308884,0.452102,0.721556
happy,0.809134,0.170204,0.455564,0.720421
happy,0.784635,0.146605,0.420332,0.644502
happy,0.782205,0.256703,0.352836,0.569494
happy,0.463864,0.178532,0.310574,0.74442
happy,0.705851,0.207862,0.502154,0.596673
happy,0.848306,0.269289,0.327214,0.687847
happy,0.644156,0.297491,0.19055,0.582524
happy,0.584354,0.380243,0.273226,0.658937
happy,0.543734,0.13975,0.33764,0.722711
happy,0.728655,0.201917,0.171501,0.758589
happy,0.867451,0.074537,0.324937,0.734499
happy,0.860789,0.128334,0.365349,0.626952
happy,0.866519,0.20455,0.468405,0.616394
happy,0.780417,0.177122,0.031181,0.540484
happy,0.785624,0.072801,0.208673,0.641571
happy,0.754141,0.103524,0.461857,0.528914
happy,0.651173,0.073053,0.452822,0.454892
happy,0.818518,0.088244,0.523757,0.803658
happy,0.672458,0.284045,0.251599,0.588524
happy,0.786705,0.185364,0.182325,0.572303
happy,1.0,0.277772,0.25307,0.667144
happy,0.824127,0.138626,0.200947,0.678498
happy,0.819981,0.177426,0.211716,0.492073
happy,0.500239,0.051726,0.281385,0.401407
happy,0.81457,0.191962,0.349417,0.635567
happy,0.857459,0.129934,0.475931,0.636221
happy,0.846452,0.086307,0.359848,0.553005
happy,0.589225,0.283932,0.432468,0.546889
happy,0.652046,0.119343,0.426351,0.770159
happy,0.87003,0.229747,0.308472,0.687073
happy,0.680302,0.175542,0.457227,0.970976
happy,0.549207,0.259482,0.377452,0.762204
happy,0.749007,0.270563,0.422683,0.621589
happy,0.790366,0.241635,0.494011,0.549064
happy,0.776398,0.209291,0.361468,0.616581
happy,0.863388,0.184536,0.161784,0.769994
happy,0.801005,0.134761,0.374115,0.576537
happy,0.71443,0.077169,0.391109,0.63657
happy,0.737478,0.255944,0.233274,0.897036
happy,0.936887,0.075951,0.310212,0.723081
happy,0.624231,0.168573,0.3944,0.874813
happy,0.83373,0.014165,0.379927,0.540359
happy,0.713273,0.306955,0.334312,0.889133
happy,0.782809,0.31495,0.395963,0.793842
happy,0.84988,0.150508,0.338008,0.759987
happy,0.711473,0.087516,0.317873,0.443358
happy,0.625056,0.1284,0.399467,0.852944
happy,0.60256,0.381605,0.242533,0.836178
happy,0.907521,0.08598,0.363764,0.818487
happy,0.61268,0.247764,0.459041,0.891533
happy,0.65009,0.128334,0.36057,0.48667
happy,0.587893,0.063592,0.349486,0.7249
happy,0.810209,0.295055,0.526111,0.757058
happy,0.755743,0.159611,0.300726,0.957844
happy,0.74821,0.253834,0.403266,0.605976
happy,0.922069,0.308453,0.312245,1.0
happy,0.699908,0.130538,0.316041,0.859233
happy,0.762574,0.088735,0.442521,0.710815
happy,0.838568,0.252958,0.290324,0.604972
happy,0.922917,0.119066,0.427504,0.792668
happy,0.6822,0.253206,0.298615,0.617041
happy,0.61623,0.294642,0.185628,0.690175
happy,0.608516,0.309007,0.3375,0.894297
happy,0.671732,0.213431,0.234967,0.717675
happy,0.781275,0.204899,0.237613,0.662196
happy,0.848653,0.004187,0.391381,0.850233
happy,0.950099,0.05869,0.507229,0.811709
happy,0.750768,0.084249,0.527473,0.692761
happy,0.836466,0.271897,0.226917,0.857537
happy,0.406749,0.166987,0.246649,0.695088
happy,1.0,0.101907,0.268906,0.765259
happy,0.611389,0.123737,0.329951,0.61009
happy,0.83152,0.175076,0.448922,0.827152
happy,0.520974,0.209395,0.277268,0.833267
happy,0.786122,0.181305,0.357535,0.807781
happy,0.941862,0.277195,0.418534,0.688706
happy,0.834346,0.125002,0.575525,0.502361
happy,0.773948,0.162109,0.166234,0.500127
happy,0.610959,0.220361,0.414973,0.860745
happy,0.674747,0.286724,0.336616,0.745601
happy,0.831973,0.143783,0.333982,0.757497
happy,0.774523,0.152391,0.512398,0.694486
happy,0.670474,0.344763,0.456659,0.810094
happy,0.865238,0.130017,0.381982,0.699834
happy,0.722701,0.194003,0.39911,0.586296
happy,0.622285,0.191769,0.084967,0.946467
happy,0.751915,0.311924,0.098831,0.686242
happy,0.653745,0.259701,0.307513,0.925832
happy,0.799773,0.054253,0.396009,0.433881
happy,0.700057,0.322691,0.391801,0.690694
happy,0.805861,0.383808,0.287295,0.823412
happy,0.938195,0.289252,0.567748,0.868401
happy,0.831399,0.122694,0.17476,0.85738
happy,0.736137,0.092138,0.275157,0.39687
happy,0.803351,0.080549,0.320944,0.557291
happy,0.761656,0.058088,0.376649,0.822989
happy,0.831404,0.248279,0.27082,0.800618
happy,0.809452,0.27951,0.459221,0.437297
happy,0.717782,0.0,0.405366,0.785697
happy,0.864232,0.1065,0.302869,0.756572
happy,0.515909,0.257937,0.414992,0.564866
happy,0.863344,0.225967,0.278132,0.649893
happy,0.846742,0.321848,0.366194,0.703089
happy,0.922507,0.502124,0.212503,0.713567
happy,0.63845,0.148332,0.2735,0.620676
happy,0.730773,0.183098,0.316724,0.640535
happy,0.894221,0.249569,0.368462,0.788875
happy,0.629719,0.179179,0.545208,0.630261
happy,0.730774,0.127431,0.398543,0.777406
happy,0.583721,0.31697,0.487782,0.854897
happy,0.734279,0.104252,0.378858,0.634972
happy,0.820189,0.361396,0.38362,0.687078
happy,0.765345,0.341333,0.278172,0.678593
happy,0.76489,0.18438,0.360317,0.703887
happy,0.815802,0.186337,0.284282,0.886378
happy,0.892164,0.295546,0.360245,0.98003
happy,0.532236,0.151044,0.494491,0.43754
happy,0.78982,0.275269,0.216695,0.665446
happy,0.810183,0.325651,0.537277,0.76466
happy,0.745451,0.266476,0.601747,0.405139
happy,0.900795,0.038861,0.399174,0.692516
happy,0.902639,0.123853,0.205285,0.329937
happy,0.80375,0.124556,0.415973,0.684826
happy,0.867705,0.472468,0.308633,0.6179
happy,0.631416,0.232769,0.705915,0.683834
happy,0.745184,0.373323,0.599071,0.681338
happy,0.898957,0.275334,0.279089,0.779399
happy,0.813237,0.151785,0.047589,0.757013
happy,0.981245,0.221111,0.348758,0.667365
happy,0.755936,0.257413,0.095096,0.712037
happy,0.87349,0.33734,0.215933,0.443248
happy,0.626459,0.476313,0.287503,0.663521
happy,0.957164,0.16118,0.522995,0.752129
happy,0.656615,0.19884,0.50063,0.676132
happy,0.697411,0.20561,0.486158,0.89075
happy,0.931676,0.219631,0.410738,0.611135
happy,0.657901,0.177277,0.347752,0.856199
happy,0.66318,0.311214,0.595877,0.763263
happy,0.998784,0.17709,0.115549,0.826625
happy,0.521482,0.267745,0.466056,0.694894
happy,0.892758,0.2661,0.490236,0.650466
happy,0.767581,0.129027,0.12901,0.912882
happy,0.86911,0.24055,0.261593,0.615562
happy,0.833934,0.16937,0.218578,0.863192
happy,0.912052,0.427474,0.338343,0.893109
happy,0.692379,0.122476,0.369617,0.766807
happy,0.667784,0.256016,0.193627,0.834914
happy,0.694776,0.131306,0.198118,0.506883
happy,0.764796,0.169776,0.392532,0.664058
happy,0.681571,0.201416,0.324615,0.801437
happy,0.823555,0.203786,0.105651,0.60706
happy,0.736745,0.166928,0.175917,0.713331
happy,0.82648,0.130292,0.099608,0.641477
happy,0.761507,0.132314,0.503765,0.496365
happy,0.829548,0.115678,0.286768,0.791388
happy,0.94617,0.312116,0.35801,0.599191
happy,0.755998,0.261971,0.490145,0.862446
happy,0.73245,0.138443,0.143022,0.674552
happy,0.670724,0.072096,0.274484,0.75623
happy,0.574467,0.297225,0.441137,0.517486
happy,0.782616,0.370787,0.366752,0.734828
happy,0.656967,0.380511,0.368578,0.77256
happy,0.83095,0.265406,0.279366,0.86252
happy,0.489659,0.129248,0.238441,0.779551
happy,0.694812,0.224616,0.306025,0.613427
happy,0.673577,0.308512,0.400454,0.768972
happy,0.770762,0.276372,0.311488,0.759696
happy,0.993786,0.141589,0.290859,0.615091
happy,0.783443,0.150136,0.106978,0.737451
happy,0.880273,0.163732,0.331585,0.582745
happy,0.504208,0.323956,0.103587,0.742143
happy,0.882912,0.339047,0.427881,0.757513
happy,0.809784,0.255797,0.482251,0.628377
happy,0.705011,0.228921,0.337675,0.51717
happy,0.813461,0.185228,0.260921,0.859086
happy,0.680867,0.255132,0.218088,0.847149
happy,0.76583,0.242535,0.44487,0.729932
happy,0.799415,0.018275,0.261641,0.823693
happy,0.748944,0.221948,0.544274,1.0
happy,0.850581,0.136873,0.409444,0.733038
happy,0.805317,0.364579,0.177243,0.675437
happy,0.787595,0.202799,0.39041,0.807674
happy,0.650211,0.151359,0.451128,0.647081
happy,0.721182,0.125157,0.388643,0.672891
happy,0.578591,0.156641,0.373652,0.683841
happy,0.607091,0.151791,0.400195,1.0
happy,0.544421,0.197667,0.519865,0.673334
happy,0.768937,0.106501,0.500045,0.900406
happy,0.797088,0.386367,0.121609,0.787028
happy,0.686239,0.174001,0.510285,0.557608
happy,0.514953,0.243695,0.076367,0.685711
happy,0.768418,0.133466,0.206711,0.648205
happy,0.649329,0.283429,0.286608,0.843059
happy,0.786828,0.258606,0.290428,0.716547
happy,0.810163,0.155281,0.309887,0.860655
happy,0.622632,0.148428,0.385622,0.708164
happy,0.787487,0.397434,0.382934,0.546475
happy,0.571369,0.154417,0.358862,0.673817
happy,0.61004,0.288735,0.39534,0.59467
happy,0.866878,0.264117,0.188728,0.707497
happy,0.705088,0.231506,0.346562,0.844416
happy,0.781193,0.206292,0.323562,0.564166
happy,0.575937,0.046205,0.470211,0.791292
happy,0.513236,0.124196,0.533263,0.595171
happy,0.736138,0.271511,0.45733,0.620004
happy,0.855537,0.162862,0.52004,0.849093
happy,0.620852,0.388299,0.51911,0.541148
happy,0.691785,0.25924,0.573132,0.464872
happy,0.749629,0.101701,0.137544,0.649863
happy,0.742256,0.0,0.425204,0.834674
happy,0.72213,0.316972,0.15667,0.553783
happy,0.8482,0.075804,0.188041,0.594455
happy,0.81236,0.274025,0.498707,0.752743
happy,0.496419,0.311942,0.549264,0.618262
happy,0.704763,0.212986,0.448562,0.748428
happy,0.679764,0.207001,0.390103,0.897933
happy,0.746496,0.0,0.033382,0.7243
happy,0.594852,0.230111,0.324624,0.824123
happy,0.734704,0.232365,0.326051,0.66495
happy,0.554171,0.339674,0.365297,0.682245
happy,0.892731,0.0,0.346763,0.613326
happy,0.955616,0.177223,0.456888,0.514677
happy,0.818575,0.246864,0.585596,0.943353
happy,0.676465,0.359482,0.352094,0.895382
happy,0.768885,0.210903,0.375005,0.756461
happy,0.807406,0.255537,0.600354,0.825366
happy,0.73577,0.20973,0.501821,0.891758
happy,0.515087,0.298957,0.44808,0.713692
happy,0.698656,0.473725,0.440389,0.989315
happy,0.562409,0.123042,0.4296,0.808383
happy,0.76886,0.163327,0.29543,0.678836
happy,0.703408,0.004188,0.087394,0.659441
happy,0.757296,0.288542,0.491317,0.907143
happy,0.64581,0.222736,0.478129,0.681702
happy,0.831228,0.339677,0.310923,0.508553
happy,0.609067,0.062928,0.572066,0.495632
happy,0.710622,0.26865,0.232648,0.78042
happy,0.882258,0.163229,0.366271,0.926968
happy,0.773357,0.251622,0.408191,0.636924
happy,0.833785,0.274635,0.362517,0.526244
happy,0.710487,0.229583,0.559317,0.621242
happy,0.612833,0.144113,0.388596,0.5957
happy,1.0,0.258972,0.454523,0.516345
happy,0.664539,0.204608,0.265286,0.78475
happy,0.577033,0.131944,0.116535,0.870778
happy,0.859741,0.112863,0.506436,0.615439
happy,0.687594,0.319247,0.51491,1.0
happy,0.847314,0.0,0.465236,0.778139
happy,0.830041,0.271348,0.406632,0.588454
happy,0.723,0.281912,0.456985,0.444523
happy,0.44919,0.170917,0.290468,0.569385
happy,0.911295,0.222981,0.443065,0.635708
happy,0.64919,0.0,0.185334,0.713464
happy,0.813153,0.319131,0.251237,0.52525
happy,0.871005,0.323213,0.128556,0.42766
happy,0.550136,0.107278,0.423096,0.663536
happy,0.779719,0.111394,0.516823,0.59403
happy,0.837499,0.135923,0.302369,0.769915
happy,0.721719,0.385516,0.183299,0.638139
happy,0.60061,0.336443,0.554194,0.73526
happy,0.6179,0.310588,0.455187,0.409011
happy,0.730379,0.211229,0.293969,0.760592
happy,0.835801,0.322776,0.531453,0.608251
happy,0.567221,0.285759,0.17193,0.88716
happy,0.802035,0.298353,0.460004,0.864678
happy,0.822042,0.311153,0.256128,0.524183
happy,0.754815,0.254252,0.103112,0.610058
happy,0.741438,0.220915,0.417147,0.590416
happy,0.878418,0.219021,0.351284,0.357422
happy,0.728039,0.162293,0.511937,0.684983
happy,0.655591,0.23941,0.348733,0.823685
happy,0.715035,0.315162,0.190741,0.781352
happy,0.825272,0.181112,0.548056,0.849525
happy,0.866964,0.145461,0.331965,0.959981
happy,0.70501,0.133661,0.384995,0.735441
happy,0.85414,0.309507,0.627623,0.602895
happy,0.853084,0.219248,0.502514,0.562943
happy,0.712701,0.144283,0.291219,0.648395
happy,0.661503,0.319974,0.576461,1.0
happy,0.950564,0.151465,0.464244,0.813944
happy,0.799805,0.222918,0.500721,0.774565
happy,0.72876,0.08176,0.269685,0.829309
happy,0.832626,0.03545,0.33909,0.659454
happy,0.755727,0.225642,0.221945,0.8477
happy,0.734735,0.337714,0.37779,0.753054
happy,0.787166,0.189557,0.597061,0.695159
happy,0.92335,0.222082,0.229606,0.632173
happy,0.816584,0.327911,0.179456,0.76313
happy,0.725798,0.091764,0.368401,0.678479
happy,0.560228,0.264304,0.290147,0.625933
happy,0.870964,0.290288,0.18034,1.0
happy,0.747675,0.318811,0.16745,0.543365
happy,0.812181,0.396771,0.400046,0.598426
happy,0.696036,0.157344,0.485563,0.689191
happy,0.865623,0.214063,0.343556,0.707935
happy,0.745543,0.196161,0.312773,0.407368
happy,0.839052,0.128498,0.455341,0.525431
happy,0.811794,0.062824,0.435965,0.808231
happy,0.465771,0.00488,0.347494,0.568008
happy,0.977036,0.05472,0.342863,0.71163
happy,0.877396,0.024044,0.392732,0.839743
happy,0.872325,0.224763,0.3381,0.675379
happy,0.894347,0.247531,0.200073,0.727599
happy,0.810179,0.158179,0.210844,0.805324
happy,0.484813,0.07893,0.068486,0.600232
happy,0.951653,0.043058,0.398537,0.731134
happy,0.664227,0.08784,0.425616,0.358918
happy,0.815214,0.176514,0.503217,0.339605
happy,0.899622,0.176736,0.284747,0.519554
happy,0.90623,0.154378,0.402291,0.711742
happy,0.654849,0.298414,0.509972,0.762681
happy,0.709281,0.37885,0.196984,0.601786
happy,0.683189,0.359993,0.352224,0.61605
happy,0.726402,0.22939,0.256015,0.798109
happy,0.665454,0.172109,0.308717,0.651763
happy,0.839076,0.283826,0.326917,0.728028
happy,0.741148,0.228098,0.29789,0.808236
happy,0.718004,0.273096,0.31187,0.797279
happy,0.745513,0.15494,0.329263,0.664864
happy,0.854544,0.16152,0.425512,0.756202
happy,0.974232,0.121918,0.436689,0.74993
happy,0.821712,0.075268,0.196326,0.638878
happy,0.849573,0.182108,0.260317,0.769205
happy,0.467069,0.355108,0.327042,0.64757
happy,0.754536,0.183885,0.331358,0.776152
happy,1.0,0.421019,0.241963,0.579328
happy,0.648833,0.260865,0.556585,0.830495
happy,0.800156,0.256239,0.30223,0.797616
happy,0.710934,0.319476,0.220068,0.344412
happy,0.827998,0.266585,0.479492,0.701945
happy,0.612819,0.402809,0.310391,0.631352
happy,0.730661,0.248793,0.278573,0.781432
happy,0.666016,0.251742,0.249593,0.783211
happy,0.735437,0.211135,0.201915,0.739773
happy,0.660783,0.20018,0.536404,0.833721
happy,0.807019,0.202189,0.409659,0.905199
happy,0.53033,0.378032,0.365708,0.854155
happy,0.745352,0.14725,0.213659,0.682208
happy,0.423532,0.171246,0.346087,0.773071
happy,0.753782,0.48234,0.362867,0.790194
happy,0.841376,0.217817,0.423695,0.687387
happy,0.679189,0.110459,0.201469,0.618375
happy,0.737335,0.175787,0.499087,0.807534
happy,0.749914,0.302724,0.324923,0.764786
happy,0.572651,0.091835,0.221058,0.694124
happy,0.848264,0.170709,0.451933,0.974122
happy,0.696381,0.245322,0.479477,0.818108
happy,0.749199,0.262013,0.269624,0.442015
happy,0.872716,0.261185,0.383919,0.737008
happy,0.710053,0.172551,0.551043,0.548257
happy,0.943199,0.063653,0.373114,0.485294
happy,1.0,0.319308,0.273328,0.528949
happy,0.630818,0.36472,0.320715,0.646361
happy,0.784799,0.118325,0.395724,0.740261
happy,0.717924,0.184023,0.532722,0.762561
happy,0.815486,0.291819,0.186871,0.538231
happy,0.697232,0.180655,0.224085,0.859378
happy,0.836506,0.219038,0.436472,0.780517
happy,0.968644,0.098432,0.45346,0.849226
happy,0.798367,0.122767,0.248878,0.46329
happy,0.723573,0.129843,0.576953,0.849875
happy,0.686202,0.288003,0.153797,0.726508
happy,0.654423,0.18624,0.452181,0.783353
happy,0.596392,0.012195,0.439649,0.804681
happy,0.91465,0.281853,0.283622,0.782056
happy,0.677683,0.269108,0.362076,0.82596
happy,0.597466,0.116315,0.371058,0.69132
happy,0.770407,0.275625,0.183787,0.70762
happy,0.85569,0.051295,0.398997,0.699962
happy,0.84939,0.205831,0.321531,0.632989
happy,0.649636,0.102067,0.346112,0.668935
happy,0.731642,0.358057,0.257185,0.763414
happy,0.62308,0.384768,0.255692,0.818326
happy,0.705537,0.126616,0.654522,0.732941
happy,0.953578,0.253333,0.314496,0.644363
happy,0.575229,0.094735,0.182079,0.633489
happy,0.74742,0.154055,0.318241,0.718889
happy,0.801957,0.260084,0.342719,0.579441
happy,0.594102,0.155475,0.337709,0.732383
happy,0.867971,0.068401,0.210211,0.62704
happy,0.904991,0.0,0.271337,0.826994
happy,0.65353,0.282557,0.354291,0.81551
happy,0.628509,0.307493,0.37489,0.506794
happy,0.664613,0.184263,0.47878,0.829788
happy,0.751382,0.129172,0.190827,0.622763
happy,0.581931,0.158001,0.248809,0.786022
happy,1.0,0.318041,0.267196,0.447629
happy,0.779697,0.24446,0.470456,0.943387
happy,0.632529,0.380352,0.372668,0.668728
happy,0.813382,0.28053,0.36702,0.62248
happy,0.785368,0.0,0.67855,0.563167
happy,0.696381,0.160739,0.53407,0.719723
happy,0.738911,0.218679,0.383894,0.54885
happy,0.842824,0.134654,0.466991,0.718796
happy,0.560088,0.196353,0.291131,0.864238
happy,0.780872,0.158799,0.569077,0.932042
happy,0.616443,0.184002,0.359726,0.677146
happy,0.813808,0.141193,0.473347,0.707008
happy,0.663686,0.174252,0.496886,0.647045
happy,0.728944,0.067739,0.474767,0.383543
happy,0.939034,0.165965,0.538284,0.727529
happy,0.571322,0.275985,0.308775,0.789505
happy,0.579006,0.126611,0.322182,0.663551
happy,0.653429,0.221289,0.562268,0.859759
happy,0.696462,0.230446,0.369821,0.84837
happy,0.577105,0.067787,0.324682,0.74362
happy,0.70784,0.174443,0.292417,0.958794
happy,0.578691,0.258764,0.422828,0.654595
happy,0.798835,0.1713,0.324785,0.718331
happy,0.523665,0.35618,0.370759,0.619271
happy,0.746466,0.170708,0.468108,0.902341
happy,0.621587,0.276677,0.295731,0.66034
happy,0.807549,0.185208,0.349385,0.64639
happy,0.733984,0.291306,0.300805,0.723672
happy,0.637064,0.320279,0.249721,0.600464
happy,0.54512,0.111124,0.270969,0.580472
happy,0.713976,0.271731,0.181022,0.761927
happy,0.784315,0.123584,0.324902,0.84715
happy,0.885574,0.099059,0.042797,0.885615
happy,0.994147,0.202018,0.266784,0.72968
happy,0.611427,0.293531,0.29167,0.798718
happy,0.871767,0.175257,0.337121,0.6648
happy,0.837475,0.128478,0.222789,0.815659
happy,0.650212,0.088304,0.608868,0.657596
happy,0.643902,0.177978,0.172962,0.601544
happy,0.526211,0.153118,0.406848,1.0
happy,0.702797,0.202744,0.389217,0.618771
happy,0.691651,0.153163,0.420691,0.860959
happy,0.753467,0.15962,0.129906,0.46396
happy,0.634387,0.0,0.243895,0.711325
happy,0.720332,0.125617,0.483717,0.787511
happy,0.818727,0.217025,0.243676,0.68308
happy,0.610073,0.211869,0.053221,0.884245
happy,0.740824,0.225164,0.218019,0.585215
happy,0.762761,0.401423,0.334373,0.739729
happy,0.549068,0.043623,0.412332,0.32058
happy,0.709721,0.103591,0.425701,0.61135
happy,0.657212,0.142079,0.502021,0.93406
happy,0.822345,0.206528,0.388308,0.676876
happy,0.762946,0.1163,0.406498,0.750301
happy,0.842506,0.018733,0.355331,0.673257
happy,0.819457,0.302158,0.327958,0.672296
happy,0.781275,0.026131,0.372435,0.722659
happy,0.712542,0.042734,0.4261,0.671185
happy,1.0,0.342447,0.26506,0.495534
happy,0.715162,0.097156,0.165109,0.653153
happy,0.784906,0.179761,0.314687,0.760737
happy,0.783737,0.201969,0.446627,0.505316
happy,0.901383,0.301438,0.253338,0.781074
happy,0.674031,0.161684,0.232737,0.658474
happy,0.823131,0.283579,0.088943,0.768128
happy,0.666768,0.320069,0.241476,0.605274
happy,0.925273,0.138601,0.223202,0.537638
happy,0.69466,0.089056,0.245931,0.708385
happy,0.849002,0.190523,0.176403,0.83329
happy,0.664712,0.117176,0.28001,0.647714
happy,0.73499,0.061401,0.382155,0.746956
happy,0.754717,0.22278,0.374479,0.460844
happy,0.845941,0.0,0.508067,0.590029
happy,0.795763,0.297448,0.617893,0.597033
happy,0.795513,0.305318,0.23631,0.872477
happy,0.797511,0.42909,0.315127,0.663501
happy,0.668495,0.028984,0.470883,0.652124
happy,0.779736,0.216192,0.144323,0.690782
happy,0.761707,0.288611,0.189399,0.678872
happy,0.667452,0.347213,0.655671,0.594484
happy,0.857493,0.242074,0.330386,0.97531
happy,1.0,0.310343,0.23233,0.729599
happy,0.717873,0.294191,0.37645,0.949894
happy,0.8196,0.321857,0.247489,1.0
happy,0.72757,0.186056,0.48897,0.851702
happy,0.811873,0.332923,0.038461,0.841503
happy,0.737461,0.081984,0.616092,0.714737
happy,0.792239,0.218873,0.446855,0.805103
happy,0.760302,0.19139,0.144202,0.693476
happy,0.639095,0.032589,0.213782,0.843465
happy,0.732227,0.231997,0.332416,0.759007
happy,0.761608,0.312984,0.389821,0.786841
happy,0.554621,0.275344,0.396356,0.495245
happy,0.74792,0.054086,0.388856,0.753285
happy,0.701777,0.284781,0.148244,0.492983
happy,0.620353,0.162163,0.28651,0.591621
happy,0.554364,0.171009,0.304076,0.687816
happy,0.581599,0.074853,0.224514,0.460628
happy,0.667426,0.189998,0.340008,0.458566
happy,0.504135,0.066181,0.263521,0.582208
happy,0.486493,0.236194,0.373234,0.713886
happy,0.80848,0.305533,0.25419,0.692334
happy,0.776298,0.264505,0.160098,0.749562
happy,0.662391,0.302204,0.156959,0.479828
happy,0.907239,0.154738,0.362522,0.778164
happy,0.685232,0.13321,0.244938,0.564103
happy,0.637929,0.162304,0.26324,0.582226
happy,0.830128,0.417234,0.353219,0.788399
happy,0.626132,0.219919,0.444579,0.7974
happy,0.840985,0.293284,0.314024,0.587016
happy,0.817681,0.267395,0.552361,0.789843
happy,0.907093,0.286289,0.308761,0.744791
happy,0.70793,0.23099,0.597294,0.732137
happy,0.960012,0.00769,0.340631,0.577552
happy,0.822877,0.269672,0.259918,0.85661
happy,0.865143,0.390694,0.364878,0.667012
happy,0.748258,0.301211,0.533601,0.689054
happy,0.776895,0.341321,0.2074,0.3976
happy,0.565998,0.426347,0.379686,0.887931
happy,0.88349,0.183572,0.341695,0.612545
happy,0.558681,0.336201,0.445544,0.602409
