label_confidence,wpm,fillers_density,continuity,eye_contact,posture,voice_variation
poor,62.6896,0.096214,0.515981,0.606752,0.268954,0.0
poor,80.0484,0.057088,0.582608,0.0,0.310329,0.413869
poor,95.1082,0.11689,0.154476,0.029602,0.687448,0.215182
poor,96.5491,0.056455,0.468141,0.120812,0.637374,0.609175
poor,102.2591,0.070952,0.0,0.013107,0.710972,0.045621
poor,89.4375,0.10966,0.716812,0.310083,0.319067,0.210743
poor,85.5854,0.072785,0.524138,0.387058,0.826321,0.265827
poor,112.2672,0.057861,0.544528,0.205404,0.479091,0.303277
poor,95.748,0.16222,0.707036,0.585449,0.552857,0.464504
poor,73.4455,0.131108,0.271576,0.237132,0.512278,0.384983
poor,77.6964,0.074624,0.467556,0.312727,0.570806,0.715389
poor,101.2898,0.067944,0.216629,0.284949,0.21195,0.270132
poor,101.7803,0.076105,0.807292,0.202911,0.376114,0.295874
poor,108.3808,0.128327,0.527129,0.560183,0.266978,0.337712
poor,108.5709,0.135387,0.149682,0.168563,0.564628,0.0
poor,102.3801,0.121794,0.346252,0.263962,0.185173,0.121768
poor,87.6115,0.069515,0.317218,0.295799,0.343379,0.48112
poor,89.0872,0.100325,0.346161,0.232081,0.059126,0.0
poor,76.895,0.095511,0.643711,0.0,0.290185,0.0
poor,91.0358,0.122273,0.369561,0.340497,0.691046,0.268685
poor,83.5986,0.094767,0.301041,0.434096,0.503068,0.0
poor,97.6272,0.086473,0.548042,0.516269,0.49549,0.154521
poor,109.0,0.063808,0.212306,0.0,0.385972,0.076768
poor,100.9663,0.030863,0.333508,0.444054,0.194033,0.261389
poor,86.6447,0.089016,0.557128,0.540559,0.418498,0.077898
poor,88.1294,0.109109,0.266174,0.314387,0.322823,0.184496
poor,79.8608,0.034442,0.543734,0.542826,0.041565,0.255339
poor,111.2477,0.107877,0.374999,0.161301,0.416196,0.237168
poor,96.4371,0.084596,0.255123,0.434538,0.494171,0.230123
poor,96.6649,0.140377,0.337612,0.606287,0.253195,0.366343
poor,113.5005,0.081208,0.748973,0.443807,0.224546,0.143877
poor,111.9914,0.117692,0.259553,0.322149,0.440705,0.123859
poor,130.367,0.09701,0.438874,0.58817,0.326957,0.351114
poor,69.984,0.07639,0.638833,0.66404,0.245341,0.066527
poor,103.5117,0.071309,0.401656,0.525281,0.29118,0.0
poor,75.4837,0.090299,0.114584,0.290568,0.121581,0.445991
poor,127.4771,0.058254,0.496217,0.157919,0.338137,0.47052
poor,87.9997,0.081419,0.280345,0.579238,0.0,0.13358
poor,94.3117,0.070168,0.605438,0.590405,0.117592,0.514023
poor,73.6511,0.128659,0.476969,0.24926,0.318127,0.194973
poor,98.1263,0.062395,0.407891,0.195865,0.15699,0.077403
poor,77.7504,0.077395,0.527845,0.374142,0.794869,0.0
poor,102.0401,0.090193,0.596821,0.493293,0.367002,0.225898
poor,83.839,0.10841,0.111802,0.505365,0.395365,0.126941
poor,91.512,0.085224,0.683515,0.996699,0.643974,0.115201
poor,104.4467,0.1102,0.283471,0.09784,0.387344,0.321156
poor,70.8229,0.068373,0.553077,0.358345,0.683255,0.0
poor,130.2825,0.04386,0.084751,0.338217,0.173108,0.194187
poor,93.8941,0.084127,0.298366,0.436531,0.336533,0.36555
poor,92.2944,0.061061,0.146212,0.315578,0.146159,0.0
poor,102.9119,0.03667,0.704195,0.381943,0.391231,0.044785
poor,106.4656,0.089913,0.326503,0.389965,0.063443,0.0
poor,78.1972,0.100486,0.449414,0.559796,0.216002,0.2862
poor,93.2919,0.061709,0.519355,0.336798,0.274176,0.2063
poor,93.057,0.085389,0.375733,0.08901,0.414953,0.079593
poor,79.6951,0.082779,0.582125,0.387123,0.293772,0.114298
poor,104.5372,0.018098,0.593526,0.0,0.116918,0.12286
poor,127.5519,0.140323,0.577168,0.421308,0.027545,0.223514
poor,86.7617,0.0655,0.477865,0.255778,0.57386,0.0
poor,96.1252,0.063627,0.376266,0.410925,0.176538,0.224635
poor,91.8149,0.070182,0.365297,0.31909,0.246433,0.201064
poor,90.8274,0.071662,0.736172,0.433048,0.323458,0.221879
poor,79.5977,0.076897,0.392386,0.100641,0.477471,0.124158
poor,89.668,0.072938,0.982636,0.217477,0.0,0.0
poor,106.3895,0.130094,0.327277,0.60579,0.548318,0.171578
poor,91.0933,0.095426,0.607942,0.429459,0.264638,0.173869
poor,124.719,0.097536,0.606479,0.457977,0.454672,0.216305
poor,108.4609,0.111559,0.497501,0.211247,0.477112,0.189949
poor,90.3762,0.170363,0.172971,0.541703,0.227466,0.219679
poor,133.5288,0.061129,0.319703,0.346497,0.230557,0.332608
poor,86.9821,0.10962,0.210746,0.0,0.354203,0.0
poor,117.774,0.044106,0.263216,0.432724,0.282727,0.0
poor,125.5995,0.059951,0.414674,0.308161,0.542062,0.269353
poor,82.598,0.080225,0.409154,0.499792,0.166336,0.502717
poor,83.6122,0.089738,0.241202,0.090368,0.225114,0.054422
poor,88.7861,0.060631,0.575199,0.193403,0.221237,0.141055
poor,109.8926,0.096446,0.432056,0.063391,0.171458,0.008239
poor,114.6028,0.105917,0.294908,0.237126,0.234942,0.067121
poor,101.9045,0.081374,0.82461,0.600072,0.661896,0.300704
poor,88.6601,0.107934,0.38721,0.676055,0.480856,0.239354
poor,96.9061,0.142208,0.191925,0.717658,0.362769,0.0
poor,83.7169,0.040476,0.567658,0.142341,0.433734,0.370133
poor,84.9197,0.081957,0.215394,0.272329,0.914805,0.31669
poor,91.029,0.071649,0.442326,0.37601,0.316186,0.279509
poor,80.6983,0.061248,0.516635,0.116272,0.545803,0.197858
poor,67.5814,0.093285,0.146674,0.488672,0.350257,0.477663
poor,111.0697,0.058179,0.086267,0.19898,0.155748,0.473861
poor,94.8453,0.118003,0.398694,0.314067,0.393475,0.365981
poor,99.6744,0.05828,0.742053,0.291437,0.308896,0.0
poor,104.516,0.09303,0.467987,0.269435,0.284956,0.144563
poor,101.9474,0.109174,0.408414,0.539787,0.384205,0.124366
poor,97.9762,0.049218,0.491889,0.041564,0.194455,0.0
poor,92.3732,0.138289,0.428926,0.478717,0.870463,0.260608
poor,83.5218,0.071173,0.450118,0.223421,0.288383,0.347788
poor,110.3923,0.040593,0.302729,0.257199,0.519818,0.371461
poor,135.5295,0.07603,0.375169,0.467714,0.263557,0.178856
poor,88.7744,0.01135,0.472182,0.313528,0.654246,0.200824
poor,76.1788,0.082257,0.073605,0.107816,0.527101,0.162899
poor,108.8376,0.030993,0.406357,0.254898,0.59117,0.300914
poor,104.6338,0.136242,0.383744,0.617016,0.191159,0.037868
poor,106.2912,0.044858,0.553098,0.370263,0.614371,0.191083
poor,95.8407,0.105278,0.330723,0.208759,0.494886,0.195607
poor,88.8903,0.087516,0.737021,0.261396,0.305596,0.0
poor,94.3647,0.109707,0.600516,0.371644,0.591167,0.309685
poor,111.6943,0.119529,0.732596,0.316061,0.134588,0.299558
poor,106.7083,0.1371,0.680632,0.739094,0.523971,0.234322
poor,74.2253,0.099243,0.350549,0.392302,0.410903,0.27076
poor,93.54,0.118051,0.0,0.387999,0.640498,0.480507
poor,105.9794,0.140546,0.480408,0.350573,0.505883,0.199521
poor,83.2646,0.074543,0.249812,0.455675,0.402278,0.145957
poor,86.4997,0.105152,0.590481,0.123897,0.142463,0.343176
poor,74.373,0.106425,0.741044,0.673847,0.547575,0.306321
poor,128.7786,0.019968,0.36642,0.519698,0.332543,0.385967
poor,94.4097,0.093952,0.400559,0.245498,0.290578,0.240675
poor,83.3815,0.118596,0.567581,0.569883,0.174215,0.0
poor,94.9372,0.176964,0.677918,0.239111,0.484902,0.309138
poor,74.4742,0.131089,0.419864,0.331864,0.404757,0.371681
poor,83.6723,0.038791,0.508132,0.0,0.339779,0.378031
poor,103.6864,0.121271,0.561663,0.832067,0.282352,0.25972
poor,88.4282,0.118704,0.438917,0.693769,0.293837,0.411069
poor,103.8971,0.089026,0.54764,0.402253,0.471191,0.168969
poor,84.4762,0.079948,0.147034,0.51839,0.152967,0.167353
poor,104.7207,0.115182,0.130563,0.33163,0.491949,0.207802
poor,115.1611,0.065346,0.081173,0.512065,0.292583,0.0
poor,92.6223,0.126917,0.222615,0.817199,0.232424,0.213052
poor,76.713,0.091248,0.425925,0.052101,0.965165,0.125699
poor,87.5831,0.119071,0.776566,0.575287,0.159764,0.232086
poor,66.7794,0.117051,0.155666,0.18936,0.39936,0.266751
poor,91.086,0.135573,0.580183,0.478945,0.15412,0.454905
poor,82.954,0.142126,0.813995,0.452531,0.606403,0.0
poor,92.075,0.123065,0.616412,0.106055,0.341256,0.0
poor,101.1949,0.0335,0.653486,0.586545,0.305127,0.278191
poor,91.7435,0.097257,0.243493,0.474499,0.071763,0.0
poor,93.1711,0.083663,0.499014,0.220099,0.777138,0.224091
poor,98.4932,0.095917,0.630524,0.465203,0.488404,0.310398
poor,67.6308,0.036395,0.436309,0.310465,0.515962,0.203003
poor,103.728,0.052632,0.448066,0.081789,0.477372,0.0
poor,100.2247,0.04593,0.380965,0.528986,0.445476,0.0
poor,84.9141,0.044959,0.144943,0.373533,0.51206,0.266091
poor,104.0394,0.089643,0.40079,0.135386,0.311984,0.001798
poor,82.3225,0.092668,0.428795,0.962946,0.130841,0.181235
poor,73.644,0.078366,0.387523,0.518976,0.310067,0.171302
poor,88.5452,0.047968,0.332622,0.273613,0.414765,0.283842
poor,91.4811,0.082435,0.140254,0.457947,0.26082,0.312068
poor,114.7466,0.084363,0.265804,0.34666,0.46974,0.152672
poor,86.5394,0.106906,0.539564,0.280742,0.069187,0.268457
poor,83.4901,0.09643,0.477208,0.0,0.416216,0.27718
poor,104.5573,0.093521,0.094107,0.605416,0.482205,0.019502
poor,83.1836,0.096937,0.572361,0.252407,0.565105,0.0
poor,79.3631,0.028069,0.288467,0.651615,0.81156,0.235189
poor,85.4236,0.083351,0.535201,0.037404,0.2855,0.415234
poor,79.3143,0.067529,0.452375,0.406628,0.274999,0.211545
poor,104.1191,0.148844,0.427276,0.341741,0.70549,0.117625
poor,75.1347,0.097507,0.643712,0.422209,0.380597,0.0
poor,94.1245,0.126995,0.227859,0.301051,0.322503,0.095344
poor,98.7188,0.103299,0.527909,0.154638,0.070803,0.239358
poor,87.4112,0.145149,0.789212,0.748138,0.211978,0.285405
poor,108.0643,0.112751,0.386208,0.605833,0.400095,0.219216
poor,71.9325,0.109343,0.403126,0.442956,0.447023,0.22714
poor,94.3143,0.113598,0.414199,0.058961,0.513791,0.078649
poor,75.1361,0.059333,0.501,0.330696,0.0,0.142452
poor,112.5385,0.076461,0.420214,0.558598,0.559098,0.353263
poor,53.4117,0.142006,0.564552,0.842295,0.243535,0.0
poor,95.1083,0.081739,0.56766,0.564986,0.382541,0.163894
poor,102.8408,0.08231,0.388803,0.557427,0.651956,0.362595
poor,92.4766,0.025806,0.423323,0.198404,0.374055,0.099336
poor,94.6889,0.058822,0.219471,0.594538,0.206068,0.20005
poor,109.3177,0.117429,0.593073,0.410573,0.544801,0.405963
poor,101.3753,0.034884,0.354864,0.489274,0.274581,0.443016
poor,94.0523,0.092557,0.652454,0.31343,0.435255,0.334869
poor,72.9159,0.081441,0.599248,0.36312,0.693467,0.0
poor,69.65,0.113091,0.605845,0.31135,0.480079,0.311781
poor,82.7921,0.068795,0.484151,0.530818,0.166809,0.170308
poor,91.3365,0.102539,0.448434,0.240823,0.649713,0.119111
poor,90.6186,0.042255,0.321547,0.453215,0.46412,0.289928
poor,103.2647,0.152631,0.315385,0.026115,0.189889,0.094452
poor,80.3851,0.09281,0.675478,0.657932,0.500862,0.521191
poor,89.6544,0.041024,0.639572,0.0,0.248999,0.278017
poor,93.4643,0.084271,0.237458,0.34784,0.600732,0.202995
poor,82.5466,0.052574,0.304273,0.428467,0.46872,0.079924
poor,61.8386,0.1026,0.288413,0.487812,0.248778,0.051815
poor,97.2976,0.160731,0.584825,0.377244,0.47177,0.0
poor,78.1649,0.014672,0.761377,0.655477,0.478564,0.220267
poor,71.7261,0.083421,0.772631,0.376283,0.287071,0.0
poor,115.7046,0.087897,0.133788,0.165147,0.144492,0.180238
poor,98.1101,0.074903,0.589868,0.36576,0.612462,0.146421
poor,140.6799,0.073065,0.287401,0.14474,0.357812,0.0
poor,99.4184,0.032841,0.479101,0.07975,0.323741,0.290681
poor,129.5606,0.05766,0.422943,0.205248,0.226026,0.092754
poor,107.361,0.075358,0.854876,0.433196,0.197998,0.144994
poor,82.9723,0.114002,0.15502,0.08181,0.281691,0.302442
poor,113.4959,0.131416,0.545364,0.333422,0.558925,0.028325
poor,67.3301,0.103099,0.268978,0.336939,0.423925,0.237218
poor,109.0669,0.114962,0.4851,0.261597,0.421552,0.110568
poor,92.0536,0.168545,0.482794,0.440049,0.258904,0.353011
poor,106.4041,0.113021,0.48868,0.556838,0.654337,0.242465
poor,93.2808,0.116837,0.287257,0.206408,0.38934,0.0
poor,107.4139,0.061113,0.365132,0.307344,0.407857,0.148452
poor,93.9894,0.088211,0.369534,0.195361,0.616295,0.0
poor,91.9143,0.075933,0.525382,0.059141,0.300043,0.184646
poor,111.0511,0.099966,0.236972,0.252505,0.57721,0.019884
poor,93.8203,0.089726,0.380559,0.88915,0.317454,0.267465
poor,83.5055,0.105832,0.606742,0.232407,0.38906,0.065708
poor,77.8339,0.121104,0.35028,0.0,0.753071,0.079686
poor,91.3044,0.139227,0.424486,0.317333,0.154365,0.0
poor,92.5042,0.100884,0.504995,0.253748,0.404052,0.0
poor,101.9025,0.094842,0.805259,0.351496,0.211466,0.192392
poor,90.083,0.103041,0.454841,0.098011,0.072851,0.239436
poor,115.7467,0.09238,0.596394,0.552562,0.453358,0.077826
poor,97.9296,0.126212,0.54538,0.499649,0.307491,0.169647
poor,93.2191,0.08846,0.660232,0.0,0.406108,0.188076
poor,74.4275,0.110153,0.31959,0.278593,0.769756,0.351496
poor,103.6173,0.101423,0.420358,0.749875,0.560434,0.087568
poor,73.9985,0.107005,0.439944,0.064212,0.485717,0.159646
poor,102.96,0.103252,0.340512,0.476569,0.300419,0.135068
poor,87.0159,0.123929,0.399497,0.624489,0.756697,0.089192
poor,51.1851,0.121335,0.388445,0.176763,0.282256,0.137778
poor,114.4579,0.094797,0.681048,0.448844,0.338154,0.141446
poor,103.4241,0.114613,0.629423,0.297692,0.435041,0.287606
poor,89.2405,0.055952,0.304871,0.301793,0.532441,0.388847
poor,74.6593,0.07208,0.385585,0.508943,0.294378,0.13554
poor,73.8201,0.104502,0.420948,0.219191,0.348097,0.369049
poor,79.9267,0.06475,0.675405,0.365155,0.533951,0.260263
poor,94.47,0.079551,0.59968,0.582467,0.616838,0.022179
poor,114.5737,0.079262,0.314095,0.316134,0.566226,0.28107
poor,91.1692,0.11513,0.475175,0.235406,0.258393,0.261535
poor,93.7622,0.048735,0.602489,0.253945,0.718424,0.0
poor,92.2894,0.069001,0.274424,0.252642,0.754114,0.221506
poor,83.1244,0.035141,0.140155,0.242707,0.273262,0.166392
poor,60.9172,0.08725,0.634991,0.674568,0.021111,0.079791
poor,82.1865,0.094372,0.230441,0.686453,0.408704,0.181528
poor,118.8907,0.089519,0.522055,0.19984,0.1259,0.108446
poor,127.8046,0.108991,0.499416,0.154725,0.58225,0.0
poor,71.4942,0.073233,0.801808,0.729579,0.309753,0.09887
poor,70.3946,0.092341,0.479162,0.507911,0.582142,0.170387
poor,103.3404,0.068981,0.546668,0.248554,0.491892,0.256775
poor,96.0321,0.113836,0.167328,0.137017,0.345988,0.0
poor,88.897,0.078761,0.685743,0.378507,0.605886,0.245251
poor,86.965,0.094012,0.581297,0.58868,0.373538,0.0
poor,69.233,0.080208,0.029178,0.709021,0.519387,0.10465
poor,78.3553,0.120844,0.249545,0.146355,0.246811,0.217113
poor,104.312,0.12578,0.638095,0.350155,0.604104,0.09935
poor,67.687,0.069866,0.304873,0.223603,0.208125,0.130834
poor,104.3003,0.141458,0.139438,0.092453,0.241711,0.314861
poor,91.9258,0.068277,0.579012,0.541278,0.396248,0.077567
poor,99.0542,0.083002,0.406618,0.24752,0.584997,0.237482
poor,110.5355,0.13009,0.532617,0.248705,0.608065,0.26985
poor,134.0505,0.099303,0.575584,0.408085,0.38018,0.161181
poor,99.4137,0.105635,0.65779,0.41177,0.307422,0.150972
poor,75.1559,0.139836,0.352589,0.543488,0.45531,0.24556
poor,93.2383,0.066366,0.275664,0.695693,0.422792,0.36879
poor,115.7736,0.077675,0.526231,0.359002,0.168557,0.172178
poor,103.8126,0.075029,0.391528,0.315327,0.822306,0.0
poor,102.5246,0.0824,0.334682,0.294425,0.533475,0.308679
poor,97.7903,0.122782,0.67839,0.513275,0.290762,0.274166
poor,102.488,0.065531,0.167501,0.0,0.413971,0.244706
poor,77.2733,0.121381,0.477399,0.619891,0.474107,0.04005
poor,101.8742,0.110103,0.351428,0.061581,0.420059,0.049873
poor,111.8133,0.077785,0.760428,0.0,0.426959,0.414409
poor,81.6454,0.085224,0.377454,0.213246,0.448925,0.005687
poor,93.3355,0.10548,0.411283,0.149959,0.606037,0.309539
poor,79.3822,0.051177,0.278654,0.459055,0.455115,0.318512
poor,90.1077,0.062258,0.615392,0.23931,0.43731,0.0
poor,86.4528,0.120282,0.321071,0.512901,0.0,0.116091
poor,92.4297,0.142276,0.239569,0.484199,0.611386,0.091777
poor,89.3971,0.094249,0.183333,0.258979,0.655222,0.278398
poor,92.6487,0.093392,0.554563,0.504482,0.288717,0.430208
poor,114.7452,0.110318,0.298267,0.145955,0.334679,0.209115
poor,68.4726,0.104841,0.681743,0.465295,0.264789,0.080839
poor,99.4978,0.085401,0.529747,0.470344,0.618378,0.030181
poor,98.3243,0.079096,0.432246,0.522882,0.594625,0.409767
poor,101.3839,0.086699,0.404482,0.003049,0.667947,0.151715
poor,102.5885,0.11037,0.225843,0.165331,0.709404,0.243565
poor,86.2912,0.08621,0.645523,0.536863,0.106784,0.445143
poor,109.4922,0.085426,0.23549,0.560802,0.495286,0.0
poor,91.5188,0.183785,0.45297,0.201606,0.198301,0.465815
poor,107.7164,0.132223,0.494673,0.600804,0.230336,0.224389
poor,99.3058,0.131473,0.507392,0.224898,0.412815,0.0
poor,60.1855,0.11494,0.382546,0.297717,0.566189,0.409552
poor,103.0173,0.147842,0.540484,0.410443,0.448078,0.007176
poor,109.34,0.016636,0.344474,0.354586,0.242048,0.132237
poor,122.5906,0.123121,0.326551,0.256087,0.144599,0.305749
poor,91.2539,0.031006,0.468141,0.437796,0.592628,0.188997
poor,89.4099,0.149588,0.451186,0.493912,0.292092,0.303486
poor,73.1656,0.076138,0.232511,0.229005,0.650094,0.108151
poor,105.7738,0.135518,0.445036,0.548753,0.506217,0.217466
poor,106.2547,0.145198,0.335292,0.15816,0.196417,0.349164
poor,111.9405,0.073889,0.065518,0.215049,0.509571,0.189992
poor,97.7052,0.0743,0.632536,0.418638,0.517293,0.22386
poor,102.8655,0.103757,0.282947,0.424613,0.558302,0.373271
poor,101.2416,0.061042,0.303963,0.26297,0.437893,0.181665
poor,78.144,0.056108,0.072266,0.0,0.373644,0.548035
poor,121.9517,0.060653,0.476983,0.057084,0.137578,0.020379
poor,91.6175,0.084526,0.495486,0.482643,0.332624,0.20543
poor,78.5928,0.049665,0.180185,0.47985,0.332418,0.0
poor,94.0537,0.052535,0.748868,0.234236,0.536301,0.363344
poor,80.6761,0.092281,0.549624,0.373109,0.47222,0.000556
poor,103.3105,0.075415,0.512901,0.533998,0.533762,0.252308
poor,104.6319,0.110652,0.71919,0.34319,0.432791,0.33981
poor,87.6442,0.049942,0.538781,0.308795,0.158495,0.275081
poor,116.467,0.041108,0.634018,0.0,0.319943,0.476077
poor,90.0751,0.092698,0.587316,0.006705,0.414419,0.209632
poor,122.9348,0.052928,0.381323,0.164329,0.193118,0.36911
poor,95.3998,0.073333,0.356788,0.237355,0.305239,0.010333
poor,91.1191,0.079224,0.313597,0.381009,0.447978,0.116503
poor,92.838,0.154759,0.831678,0.139182,0.21711,0.04109
poor,110.8558,0.078044,0.493141,0.749393,0.397907,0.305937
poor,102.8063,0.072353,0.640649,0.18006,0.667976,0.111882
poor,87.8305,0.057345,0.283633,0.264647,0.0,0.165
poor,87.3804,0.1137,0.526137,0.208473,0.30829,0.164807
poor,117.2893,0.065331,0.320443,0.124283,0.103592,0.246051
poor,98.0435,0.128483,0.637454,0.829423,0.385225,0.160921
poor,75.4966,0.110897,0.471336,0.480253,0.172175,0.252741
poor,98.078,0.094171,0.327012,0.587865,0.810062,0.033448
poor,105.8067,0.003664,0.57035,0.0,0.295007,0.003046
poor,91.7658,0.115164,0.115684,0.278104,0.297326,0.437157
poor,101.4764,0.054683,0.365167,0.661221,0.542873,0.062265
poor,90.9939,0.082947,0.353163,0.007958,0.264476,0.40838
poor,89.2828,0.086902,0.475295,0.793628,0.401775,0.364092
poor,86.0273,0.082218,0.452259,0.195173,0.359256,0.333208
poor,82.9945,0.090003,0.577572,0.185107,0.619083,0.210933
poor,92.5232,0.029756,0.38275,0.424318,0.749069,0.285183
poor,111.8932,0.053727,0.427172,0.594149,0.222453,0.344783
poor,105.9998,0.098242,0.390834,0.152741,0.755076,0.294779
poor,100.1092,0.077615,0.456817,0.382943,0.479975,0.310151
poor,83.2629,0.046002,0.465171,0.000557,0.335268,0.123622
poor,102.3762,0.149478,0.099974,0.804837,0.353385,0.252171
poor,73.7775,0.119906,0.457465,0.337707,0.012523,0.21107
poor,107.6874,0.082912,0.661356,0.576579,0.271781,0.439267
poor,95.6794,0.091492,0.467817,0.363863,0.0,0.172174
poor,74.5408,0.13879,0.735495,0.520388,0.352307,0.048798
poor,85.1363,0.148279,0.325404,0.0,0.606033,0.425075
poor,119.8882,0.12115,0.666274,0.360587,0.0,0.204182
poor,104.3236,0.085942,0.417449,0.157176,0.199652,0.475722
poor,123.1152,0.089921,0.500674,0.153828,0.528515,0.463947
poor,72.0615,0.103916,0.547024,0.455521,0.728564,0.505403
poor,91.4977,0.110195,0.465162,0.223577,0.454163,0.300725
poor,98.2539,0.063565,0.366559,0.258819,0.231511,0.247031
poor,101.2717,0.119386,0.295628,0.234504,0.710914,0.175326
poor,95.452,0.084747,0.653946,0.584362,0.622642,0.203985
poor,81.9135,0.147756,0.604136,0.258668,0.684764,0.119659
poor,116.1606,0.134349,0.284133,0.466352,0.556438,0.592236
poor,83.8655,0.132976,0.453122,0.101727,0.376003,0.20037
poor,79.1166,0.099365,0.622406,0.39764,0.291631,0.177729
poor,94.9318,0.09652,0.64977,0.404388,0.119461,0.115652
poor,97.4903,0.123724,0.683612,0.704937,0.426123,0.314496
poor,73.1831,0.102896,0.256452,0.337492,1.0,0.245533
poor,82.0428,0.102234,0.356926,0.157851,0.820628,0.360022
poor,100.183,0.078245,0.394058,0.658496,0.461316,0.0
poor,131.3141,0.095492,0.511806,0.567339,0.493081,0.312036
poor,88.6441,0.053106,0.500442,0.636323,0.270439,0.090796
poor,113.3153,0.076283,0.376099,0.275371,0.387004,0.0
poor,86.9099,0.096911,0.490183,0.581599,0.767878,0.426873
poor,108.7198,0.085538,0.337848,0.353576,0.517116,0.323291
poor,104.3463,0.086365,0.591635,0.602175,0.576032,0.195198
poor,82.4923,0.064273,0.327381,0.401415,0.503961,0.0
poor,87.4401,0.097299,0.288058,0.436781,0.338514,0.091487
poor,95.7981,0.101768,0.297265,0.301478,0.493536,0.085686
poor,70.1336,0.043903,0.374751,0.086316,0.330456,0.449741
poor,74.321,0.081522,0.833815,0.431626,0.326455,0.176468
poor,101.4404,0.140873,0.354446,0.198478,0.124238,0.215464
poor,73.9147,0.076087,0.286437,0.564825,0.298321,0.25954
poor,70.9386,0.093945,0.233431,0.26487,0.842241,0.339826
poor,93.0738,0.185968,0.285269,0.583043,0.093465,0.163412
poor,74.7832,0.097718,0.460075,0.288467,0.618411,0.114935
poor,99.9028,0.114617,0.18302,0.200317,0.410772,0.294523
poor,116.3186,0.083524,0.393035,0.175481,0.465997,0.155432
poor,90.8895,0.087183,0.549293,0.237254,0.245568,0.264759
poor,49.6141,0.07189,0.242764,0.590652,0.311813,0.115893
poor,94.2707,0.072139,0.377523,0.369422,0.315592,0.135617
poor,79.8476,0.055386,0.460915,0.41132,0.114369,0.313991
poor,106.4607,0.119241,0.50398,0.477416,0.837005,0.154772
poor,79.3146,0.043978,0.766021,0.703757,0.21508,0.090902
poor,90.1401,0.126728,0.218286,0.0,0.833503,0.246856
poor,101.8162,0.083847,0.533841,0.047159,0.231816,0.215774
poor,60.9366,0.080924,0.38445,0.289462,0.289784,0.050616
poor,67.6695,0.094342,0.395978,0.074944,0.412507,0.155757
poor,88.0846,0.025293,0.572898,0.10339,0.412654,0.07876
poor,89.1691,0.124569,0.545691,0.576008,0.466077,0.259422
poor,68.2829,0.080474,0.409516,0.594733,0.298754,0.239729
poor,98.3864,0.12473,0.425926,0.515557,0.059027,0.0
poor,60.7498,0.11358,0.57126,0.529366,0.264528,0.115468
poor,93.1843,0.133311,0.754889,0.508762,0.466204,0.400307
poor,91.1624,0.078272,0.426776,0.154257,0.364998,0.032389
poor,110.3751,0.106311,0.707321,0.024143,0.780339,0.0
poor,77.0254,0.071375,0.68539,0.395115,0.351234,0.081106
poor,74.361,0.123979,0.593755,0.62049,0.479364,0.0
poor,76.3313,0.103946,0.383451,0.238232,0.179355,0.342138
poor,101.8429,0.105036,0.335952,0.385258,0.132447,0.180526
poor,57.0811,0.042957,0.391984,0.825024,0.039851,0.013463
poor,98.2516,0.143083,0.486391,0.490428,0.332479,0.123407
poor,96.2328,0.070251,0.580368,0.028746,0.577997,0.205897
poor,91.7792,0.04071,0.273638,0.58973,0.35828,0.24176
poor,81.807,0.089128,0.203013,0.369976,0.474128,0.248092
poor,81.4462,0.079738,0.546695,0.307712,0.342539,0.48552
poor,80.7352,0.122413,0.242157,0.480956,0.541631,0.123445
poor,76.7378,0.030887,0.33928,0.455244,0.184474,0.214542
poor,72.8536,0.082983,0.243532,0.334404,0.299784,0.021445
poor,85.1169,0.061975,0.213494,0.566549,0.327965,0.0
poor,85.6508,0.117441,0.312955,0.649549,0.228668,0.275511
poor,110.5496,0.103506,0.202591,0.161506,0.634014,0.079308
poor,109.6351,0.077091,0.475459,0.072779,0.278346,0.068704
poor,98.384,0.092796,0.533277,0.251895,0.213954,0.227409
poor,79.5562,0.122353,0.429386,0.284773,0.492435,0.188545
poor,70.1292,0.058157,0.640388,0.366777,0.063686,0.252817
poor,86.6111,0.063765,0.243923,0.549986,0.0069,0.07437
poor,96.8019,0.137351,0.549694,0.180795,0.705871,0.0
poor,98.98,0.104634,0.291399,0.489519,0.297222,0.304271
poor,67.4061,0.100049,0.375821,0.579941,0.391204,0.387384
poor,102.6142,0.086175,0.59178,0.508812,0.494382,0.0
poor,80.2616,0.131523,0.22393,0.526492,0.541291,0.091137
poor,65.0715,0.072933,0.824043,0.177345,0.241149,0.050363
poor,113.2218,0.082713,0.337337,0.632695,0.515899,0.062106
poor,76.6462,0.124745,0.453022,0.040187,0.043377,0.032594
poor,76.4077,0.028618,0.252089,0.166184,0.307464,0.453937
poor,90.9974,0.084973,0.541666,0.302536,0.480031,0.242092
poor,96.8388,0.172994,0.614003,0.133656,0.474044,0.081239
poor,101.6938,0.048744,0.2506,0.418782,0.599534,0.275397
poor,107.8118,0.101215,0.481049,0.249261,0.5626,0.353732
poor,94.0533,0.086492,0.736453,0.345916,0.415137,0.272634
poor,93.5329,0.06539,0.518034,0.342249,0.76845,0.318267
poor,86.0678,0.111872,0.505416,0.611885,0.295109,0.228301
poor,93.5136,0.091754,0.290664,0.465182,0.483593,0.392784
poor,94.8496,0.077645,0.592073,0.191159,0.616997,0.362426
poor,113.8592,0.101299,0.362431,0.371838,0.476014,0.115979
poor,114.9967,0.107403,0.2894,0.726575,0.419478,0.035885
poor,82.5462,0.134634,0.778497,0.551897,0.663862,0.382492
